stock_id,stock_name,concept_name,normalized_concept_name,folder_year,source_year,inferred_theme_year,source_platform,source_type,source_url,source_title,theme_source_title,theme_source_url,theme_source_platform,matched_by,confidence,evidence_text,crawl_date,notes
2303,聯電,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
2330,台積電,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
2342,茂矽,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
2351,順德,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
2481,強茂,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
3317,尼克森,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
3653,健策,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
3675,德微,功率半導體,功率半導體,2021,2026,2021,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50873,功率半導體概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「功率半導體」成分股表格,2026-04-29,
