stock_id,stock_name,concept_name,normalized_concept_name,folder_year,source_year,inferred_theme_year,source_platform,source_type,source_url,source_title,theme_source_title,theme_source_url,theme_source_platform,matched_by,confidence,evidence_text,crawl_date,notes
2317,鴻海,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
2328,廣宇,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
2392,正崴,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
2460,建通,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
2483,百容,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
3003,健和興,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
3023,信邦,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
3217,優群,連接器,連接器,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50863,連接器概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「連接器」成分股表格,2026-04-29,
