stock_id,stock_name,concept_name,normalized_concept_name,folder_year,source_year,inferred_theme_year,source_platform,source_type,source_url,source_title,theme_source_title,theme_source_url,theme_source_platform,matched_by,confidence,evidence_text,crawl_date,notes
1707,葡萄王,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
3164,景岳,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
3205,佰研,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
4109,加捷生醫,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
4127,天良,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
8279,生展,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
8436,大江,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
1796,金穎生技,保健食品,保健食品,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50740,保健食品概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「保健食品」成分股表格,2026-04-29,
