stock_id,stock_name,concept_name,normalized_concept_name,folder_year,source_year,inferred_theme_year,source_platform,source_type,source_url,source_title,theme_source_title,theme_source_url,theme_source_platform,matched_by,confidence,evidence_text,crawl_date,notes
2301,光寶科,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
2308,台達電,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
2317,鴻海,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
2330,台積電,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
2354,鴻準,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
2385,群光,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
2392,正崴,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
2454,聯發科,PS5,PS5,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50850,PS5概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「PS5」成分股表格,2026-04-29,
