stock_id,stock_name,concept_name,normalized_concept_name,folder_year,source_year,inferred_theme_year,source_platform,source_type,source_url,source_title,theme_source_title,theme_source_url,theme_source_platform,matched_by,confidence,evidence_text,crawl_date,notes
2317,鴻海,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
2330,台積電,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
2337,旺宏,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
2354,鴻準,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
2379,瑞昱,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
2388,威盛,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
3227,原相,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
4968,立積,任天堂Switch,任天堂SWITCH,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50400,任天堂Switch概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「任天堂Switch」成分股表格,2026-04-29,
