stock_id,stock_name,concept_name,normalized_concept_name,folder_year,source_year,inferred_theme_year,source_platform,source_type,source_url,source_title,theme_source_title,theme_source_url,theme_source_platform,matched_by,confidence,evidence_text,crawl_date,notes
2330,台積電,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
2344,華邦電,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
2357,華碩,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
2401,凌陽,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
2405,輔信,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
2458,義隆,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
2498,宏達電,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
3035,智原,人臉辨識,人臉辨識,2026,2026,2026,CMoney,concept_detail,https://www.cmoney.tw/forum/concept/C50130,人臉辨識概念股|推薦與股價行情-股市爆料同學會,,,,cmoney_detail_table,high,CMoney 概念頁「人臉辨識」成分股表格,2026-04-29,
