股票代號,股票名稱
1533,車王電
2231,為升
2301,光寶科
2308,台達電
2312,金寶
2317,鴻海
2324,仁寶
2365,昆盈
2388,威盛
2497,怡利電
3024,憶聲
3059,華晶科
3128,昇銳
3207,耀勝
3552,同致
3632,研勤
3701,大眾控
3706,神達
4554,橙的
4915,致伸
4938,和碩
4952,凌通
5309,系統電
5353,台林
6225,天瀚
6272,驊陞
6283,淳安
6285,啟��
6722,輝創
6988,威力暘-創
7736,虎山
7821,神數
8201,無敵
8255,朋程
912000,晨訊科-DR
