族群,細產業,檔名,細產業代碼,成分股數,來源網址
水泥,水泥,水泥_水泥.csv,C011010,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011010
水泥,水泥製品,水泥_水泥製品.csv,C011011,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011011
水泥,預拌混凝土,水泥_預拌混凝土.csv,C025012,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C025012
水泥,高爐水泥,水泥_高爐水泥.csv,C099192,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099192
食品加工,速食麵,食品加工_速食麵.csv,C012011,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012011
食品加工,乳製品,食品加工_乳製品.csv,C012014,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012014
食品加工,調味品,食品加工_調味品.csv,C012015,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012015
食品加工,食品加工,食品加工_食品加工.csv,C012016,30,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012016
食品加工,罐頭業,食品加工_罐頭業.csv,C012017,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012017
食品加工,肉品加工,食品加工_肉品加工.csv,C012024,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012024
食品加工,農產品加工,食品加工_農產品加工.csv,C012029,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012029
食品加工,麵製品相關,食品加工_麵製品相關.csv,C012030,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012030
食品加工,水產品加工,食品加工_水產品加工.csv,C012031,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012031
食品加工,糖果製品,食品加工_糖果製品.csv,C012032,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012032
食品加工,保健食品,食品加工_保健食品.csv,C012033,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012033
食品加工,可可製品,食品加工_可可製品.csv,C012034,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012034
食品加工,穀類烘焙製品,食品加工_穀類烘焙製品.csv,C012035,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012035
食品加工,磨粉製品,食品加工_磨粉製品.csv,C012036,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012036
食品加工,調理食品,食品加工_調理食品.csv,C012038,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012038
食品加工,茶葉相關,食品加工_茶葉相關.csv,C012039,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012039
食品加工,寵物食品,食品加工_寵物食品.csv,C012040,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012040
食品加工,餅乾製品,食品加工_餅乾製品.csv,C012043,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012043
食品加工,食品添加劑,食品加工_食品添加劑.csv,C012044,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012044
食品加工,咖啡相關,食品加工_咖啡相關.csv,C012045,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012045
食品加工,冷凍麵團,食品加工_冷凍麵團.csv,C012046,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012046
大宗物資,製糖,大宗物資_製糖.csv,C012012,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012012
大宗物資,大宗物資,大宗物資_大宗物資.csv,C012020,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012020
大宗物資,麵粉,大宗物資_麵粉.csv,C012021,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012021
大宗物資,油脂,大宗物資_油脂.csv,C012022,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012022
大宗物資,製鹽業,大宗物資_製鹽業.csv,C017240,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017240
飲料相關,非酒精飲料,飲料相關_非酒精飲料.csv,C012013,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012013
飲料相關,釀造酒,飲料相關_釀造酒.csv,C012019,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012019
飲料相關,啤酒,飲料相關_啤酒.csv,C012026,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012026
飲料相關,葡萄酒,飲料相關_葡萄酒.csv,C012027,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012027
飲料相關,白酒,飲料相關_白酒.csv,C012028,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012028
飲料相關,飲料相關,飲料相關_飲料相關.csv,C012041,12,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012041
飲料相關,蒸餾酒,飲料相關_蒸餾酒.csv,C012042,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012042
塑化原料,PVC,塑化原料_PVC.csv,C013010,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013010
塑化原料,PE,塑化原料_PE.csv,C013030,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013030
塑化原料,DOP,塑化原料_DOP.csv,C013040,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013040
塑化原料,芳香烴,塑化原料_芳香烴.csv,C013050,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013050
塑化原料,SM,塑化原料_SM.csv,C013060,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013060
塑化原料,ABS,塑化原料_ABS.csv,C013070,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013070
塑化原料,PS,塑化原料_PS.csv,C013080,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013080
塑化原料,PP,塑化原料_PP.csv,C013110,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013110
塑化原料,烯烴類,塑化原料_烯烴類.csv,C013130,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013130
塑化原料,PA,塑化原料_PA.csv,C013190,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013190
塑化原料,塑化原料,塑化原料_塑化原料.csv,C013990,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013990
塑化原料,EVA,塑化原料_EVA.csv,C017083,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017083
塑化製品,塑膠皮布,塑化製品_塑膠皮布.csv,C013090,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013090
塑化製品,塑膠加工,塑化製品_塑膠加工.csv,C013180,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013180
塑化製品,瀝青,塑化製品_瀝青.csv,C013192,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013192
塑化製品,塑化製品,塑化製品_塑化製品.csv,C013991,18,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013991
化學纖維,化學纖維,化學纖維_化學纖維.csv,C014010,25,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014010
化學纖維,聚酯絲,化學纖維_聚酯絲.csv,C014011,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014011
化學纖維,聚酯加工絲,化學纖維_聚酯加工絲.csv,C014012,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014012
化學纖維,聚酯棉,化學纖維_聚酯棉.csv,C014013,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014013
化學纖維,聚酯粒,化學纖維_聚酯粒.csv,C014014,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014014
化學纖維,尼龍粒,化學纖維_尼龍粒.csv,C014031,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014031
化學纖維,尼龍加工絲,化學纖維_尼龍加工絲.csv,C014032,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014032
化學纖維,尼龍絲,化學纖維_尼龍絲.csv,C014033,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014033
化學纖維,亞克力棉,化學纖維_亞克力棉.csv,C014050,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014050
化學纖維,粘膠,化學纖維_粘膠.csv,C014064,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014064
化學纖維,氨綸,化學纖維_氨綸.csv,C014065,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014065
化學纖維,芳綸,化學纖維_芳綸.csv,C014066,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014066
化學纖維,聚丙烯纖維,化學纖維_聚丙烯纖維.csv,C014067,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014067
化學纖維,再生纖維,化學纖維_再生纖維.csv,C014068,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014068
化學纖維,半合成纖維,化學纖維_半合成纖維.csv,C014069,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014069
化學纖維,加工絲,化學纖維_加工絲.csv,C014150,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014150
化纖原料,AN,化纖原料_AN.csv,C013120,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013120
化纖原料,寶特瓶,化纖原料_寶特瓶.csv,C014016,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014016
化纖原料,化纖原料,化纖原料_化纖原料.csv,C014060,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014060
化纖原料,EG,化纖原料_EG.csv,C014061,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014061
化纖原料,PTA,化纖原料_PTA.csv,C014062,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014062
化纖原料,CPL,化纖原料_CPL.csv,C014063,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014063
成衣,成衣,成衣_成衣.csv,C014180,22,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014180
成衣,成衣製造,成衣_成衣製造.csv,C014181,15,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014181
成衣,成衣銷售／零售,成衣_成衣銷售／零售.csv,C014182,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014182
成衣,內衣褲、襪,成衣_內衣褲、襪.csv,C014183,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014183
織布業,染整,織布業_染整.csv,C014190,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014190
織布業,織布業,織布業_織布業.csv,C014200,29,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014200
工業紡織品,尼龍製品,工業紡織品_尼龍製品.csv,C014030,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014030
工業紡織品,不織布,工業紡織品_不織布.csv,C014201,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014201
工業紡織品,魚網,工業紡織品_魚網.csv,C014203,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014203
工業紡織品,尼龍塔夫塔布,工業紡織品_尼龍塔夫塔布.csv,C014206,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014206
工業紡織品,黏扣帶,工業紡織品_黏扣帶.csv,C014207,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014207
工業紡織品,工業紡織品,工業紡織品_工業紡織品.csv,C014210,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014210
紡紗,亞克力紗,紡紗_亞克力紗.csv,C014051,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014051
紡紗,毛紡,紡紗_毛紡.csv,C014170,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014170
紡紗,麻紡,紡紗_麻紡.csv,C014171,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014171
紡紗,混紡紗,紡紗_混紡紗.csv,C014173,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014173
紡紗,棉紡業,紡紗_棉紡業.csv,C014202,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014202
紡紗,聚酯紗,紡紗_聚酯紗.csv,C014204,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014204
紡紗,純棉紗,紡紗_純棉紗.csv,C014205,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014205
紡紗,羽絨加工,紡紗_羽絨加工.csv,C014208,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014208
紡紗,紡紗,紡紗_紡紗.csv,C014300,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014300
紡織中游,羊毛,紡織中游_羊毛.csv,C014140,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014140
紡織中游,絲織品,紡織中游_絲織品.csv,C014172,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014172
紡織中游,紡織中游,紡織中游_紡織中游.csv,C014990,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014990
工具機,工具機,工具機_工具機.csv,C015080,15,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015080
工具機,龍門機,工具機_龍門機.csv,C015081,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015081
工具機,車床,工具機_車床.csv,C015082,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015082
工具機,銑床,工具機_銑床.csv,C015083,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015083
工具機,磨床,工具機_磨床.csv,C015084,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015084
工具機,沖床,工具機_沖床.csv,C015085,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015085
工具機,工具機控制器,工具機_工具機控制器.csv,C015086,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015086
工具機,工具機主軸,工具機_工具機主軸.csv,C015087,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015087
機械零組件,機械零組件,機械零組件_機械零組件.csv,C015140,29,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015140
機械零組件,飛機零件／製造,機械零組件_飛機零件／製造.csv,C015151,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015151
機械零組件,模具,機械零組件_模具.csv,C015154,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015154
機械零組件,工業閥門,機械零組件_工業閥門.csv,C015208,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015208
機械零組件,軸承,機械零組件_軸承.csv,C015211,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015211
機械零組件,滑軌,機械零組件_滑軌.csv,C015212,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015212
機械零組件,氣動元件,機械零組件_氣動元件.csv,C015213,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015213
機械零組件,液壓元件,機械零組件_液壓元件.csv,C015214,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015214
機械零組件,減速機,機械零組件_減速機.csv,C015215,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015215
造船業,造船業,造船業_造船業.csv,C015150,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015150
造船業,遊艇製造,造船業_遊艇製造.csv,C015157,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015157
機器人,機器人,機器人_機器人.csv,C015180,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015180
機器人,人形機器人,機器人_人形機器人.csv,C015181,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015181
機器人,協作機器人,機器人_協作機器人.csv,C015182,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015182
機器人,機器手臂,機器人_機器手臂.csv,C015183,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015183
產業機械,壓縮機,產業機械_壓縮機.csv,C015090,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015090
產業機械,木工機械,產業機械_木工機械.csv,C015100,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015100
產業機械,紡織機械,產業機械_紡織機械.csv,C015101,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015101
產業機械,手工具,產業機械_手工具.csv,C015104,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015104
產業機械,幫浦,產業機械_幫浦.csv,C015107,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015107
產業機械,空調製冷,產業機械_空調製冷.csv,C015108,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015108
產業機械,其他產業機械,產業機械_其他產業機械.csv,C015110,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015110
產業機械,塑膠機械,產業機械_塑膠機械.csv,C015111,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015111
產業機械,橡膠機械,產業機械_橡膠機械.csv,C015112,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015112
產業機械,烘焙及食品飲料機械,產業機械_烘焙及食品飲料機械.csv,C015113,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015113
產業機械,通用機械,產業機械_通用機械.csv,C015115,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015115
產業機械,動力機械,產業機械_動力機械.csv,C015116,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015116
產業機械,電動工具,產業機械_電動工具.csv,C015117,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015117
產業機械,工程機械,產業機械_工程機械.csv,C015120,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015120
產業機械,農用機械,產業機械_農用機械.csv,C015130,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015130
產業機械,磨料磨具,產業機械_磨料磨具.csv,C015141,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015141
產業機械,工業馬達,產業機械_工業馬達.csv,C015152,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015152
產業機械,家用縫紉機,產業機械_家用縫紉機.csv,C015153,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015153
產業機械,軌道運輸設備,產業機械_軌道運輸設備.csv,C015155,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015155
產業機械,工業用縫紉機,產業機械_工業用縫紉機.csv,C015156,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015156
產業機械,自動化設備,產業機械_自動化設備.csv,C015160,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015160
產業機械,柴油機,產業機械_柴油機.csv,C015170,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015170
產業機械,自行車零件,產業機械_自行車零件.csv,C015201,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015201
產業機械,儀表,產業機械_儀表.csv,C015202,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015202
產業機械,污染控制設備,產業機械_污染控制設備.csv,C015204,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015204
產業機械,裝載機,產業機械_裝載機.csv,C015205,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015205
產業機械,醫療保健設備／裝置,產業機械_醫療保健設備／裝置.csv,C015206,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015206
產業機械,海洋工程設備,產業機械_海洋工程設備.csv,C015207,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015207
產業機械,焊接設備,產業機械_焊接設備.csv,C015209,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015209
產業機械,叉車／輸送設備,產業機械_叉車／輸送設備.csv,C015210,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015210
產業機械,產業機械,產業機械_產業機械.csv,C015770,53,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015770
產業機械,貨櫃製造,產業機械_貨櫃製造.csv,C026070,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C026070
電力設備,電機,電力設備_電機.csv,C015020,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015020
電力設備,重電設備,電力設備_重電設備.csv,C015021,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015021
電力設備,電氣零件與設備,電力設備_電氣零件與設備.csv,C015022,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015022
電力設備,鍋爐,電力設備_鍋爐.csv,C015023,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015023
電力設備,變電設備,電力設備_變電設備.csv,C015024,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015024
電力設備,輸配電設備,電力設備_輸配電設備.csv,C015025,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015025
電力設備,電氣開關設備,電力設備_電氣開關設備.csv,C015026,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015026
電力設備,智慧電網相關,電力設備_智慧電網相關.csv,C015027,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015027
電力設備,車用充電相關,電力設備_車用充電相關.csv,C015028,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015028
電力設備,配電工程,電力設備_配電工程.csv,C015102,13,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015102
電力設備,配電盤,電力設備_配電盤.csv,C015106,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015106
電力設備,變頻器,電力設備_變頻器.csv,C015109,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015109
電力設備,充電樁,電力設備_充電樁.csv,C015184,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015184
電力設備,電力設備,電力設備_電力設備.csv,C015990,30,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015990
家電,小家電,家電_小家電.csv,C015010,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015010
家電,電冰箱,家電_電冰箱.csv,C015012,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015012
家電,洗衣機,家電_洗衣機.csv,C015013,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015013
家電,冷氣機,家電_冷氣機.csv,C015014,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015014
家電,音響／視聽組合,家電_音響／視聽組合.csv,C015015,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015015
家電,電器銷售,家電_電器銷售.csv,C015016,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015016
家電,照明,家電_照明.csv,C015060,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015060
家電,家電零組件,家電_家電零組件.csv,C015061,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015061
家電,家電,家電_家電.csv,C015880,29,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015880
家電,液晶電視,家電_液晶電視.csv,C023234,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023234
電線電纜,電線電纜,電線電纜_電線電纜.csv,C016010,16,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016010
電線電纜,通訊電纜,電線電纜_通訊電纜.csv,C016011,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016011
電線電纜,電子線,電線電纜_電子線.csv,C016012,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016012
電線電纜,漆包線,電線電纜_漆包線.csv,C016013,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016013
電線電纜,裸銅線,電線電纜_裸銅線.csv,C016014,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016014
電線電纜,電纜連接件及配件,電線電纜_電纜連接件及配件.csv,C016016,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016016
電線電纜,電力電纜,電線電纜_電力電纜.csv,C016017,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C016017
電池材料相關,電池材料相關,電池材料相關_電池材料相關.csv,C017490,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017490
電池材料相關,正極材料,電池材料相關_正極材料.csv,C017495,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017495
電池材料相關,負極材料,電池材料相關_負極材料.csv,C017496,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017496
電池材料相關,電解液,電池材料相關_電解液.csv,C017497,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017497
電池材料相關,電池隔離膜,電池材料相關_電池隔離膜.csv,C017498,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017498
化學工業,溶劑,化學工業_溶劑.csv,C013150,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013150
化學工業,烷基苯,化學工業_烷基苯.csv,C013160,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013160
化學工業,正烷屬烴,化學工業_正烷屬烴.csv,C013170,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013170
化學工業,石蠟,化學工業_石蠟.csv,C013171,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013171
化學工業,工業氣體,化學工業_工業氣體.csv,C013173,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013173
化學工業,衛生清潔用品,化學工業_衛生清潔用品.csv,C017030,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017030
化學工業,染料，顏料,化學工業_染料，顏料.csv,C017040,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017040
化學工業,農藥,化學工業_農藥.csv,C017050,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017050
化學工業,草甘膦,化學工業_草甘膦.csv,C017051,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017051
化學工業,肥料,化學工業_肥料.csv,C017055,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017055
化學工業,膠帶,化學工業_膠帶.csv,C017060,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017060
化學工業,合成樹脂,化學工業_合成樹脂.csv,C017080,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017080
化學工業,PU樹脂,化學工業_PU樹脂.csv,C017081,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017081
化學工業,鹼業,化學工業_鹼業.csv,C017120,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017120
化學工業,保險粉,化學工業_保險粉.csv,C017130,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017130
化學工業,硝化棉,化學工業_硝化棉.csv,C017140,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017140
化學工業,熱熔膠,化學工業_熱熔膠.csv,C017160,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017160
化學工業,碳酸鋇,化學工業_碳酸鋇.csv,C017170,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017170
化學工業,石墨,化學工業_石墨.csv,C017180,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017180
化學工業,磷化工,化學工業_磷化工.csv,C017190,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017190
化學工業,炸藥,化學工業_炸藥.csv,C017200,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017200
化學工業,尿素,化學工業_尿素.csv,C017210,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017210
化學工業,硝酸銀,化學工業_硝酸銀.csv,C017220,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017220
化學工業,拋光蠟,化學工業_拋光蠟.csv,C017230,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017230
