股票代號,股票名稱
2312,金寶
2332,友訊
2352,佳世達
2364,倫飛
2390,云辰
2395,研華
2397,友通
2399,映泰
3005,神基
3022,威強電
3046,建��
3059,華晶科
3064,泰偉
3088,艾訊
3128,昇銳
3297,杭特
3356,奇偶
3416,融程電
3434,哲固
3479,安勤
3521,台鋼建設
3577,泓格
3594,磐儀
3652,精聯
3701,大眾控
3706,神達
4503,金雨
4916,事欣科
5251,天鉞電
5258,虹堡
5353,台林
5484,慧友
5489,彩富
5490,同亨
6160,欣技
6161,捷波
6166,凌華
6206,飛捷
6414,樺漢
6419,京晨科
6441,廣錠
6556,勝品
6560,欣普羅
6569,醫揚
6570,維田
6577,勁豐
6579,研揚
6680,鑫創電子
6922,宸曜
6928,攸泰科技
8050,廣積
8072,陞泰
8076,伍豐
8114,振樺電
8234,新漢
9105,泰金寶-DR
9917,中保科
9925,新保
